Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
0.246,0.156,243.07,1.4,0.0,0.0,0.0
0.108,0.0,239.6,0.4,0.0,0.0,0.0
0.216,0.114,240.79,1.0,0.0,0.0,0.0
0.204,0.132,240.21,1.0,0.0,0.0,0.0
0.272,0.238,240.76,1.4,0.0,0.0,0.0
0.276,0.0,241.65,1.4,0.0,0.0,0.0
0.714,0.382,241.74,3.4,1.0,2.0,0.0
0.354,0.212,240.55,1.8,0.0,1.0,0.0
4.718,0.292,237.34,19.8,1.0,38.0,18.0
0.274,0.118,238.9,1.2,0.0,0.0,0.0
0.264,0.124,241.44,1.2,0.0,1.0,0.0
1.744,0.482,236.94,7.6,0.0,3.0,17.0
0.184,0.124,242.38,0.8,0.0,1.0,0.0
1.232,0.098,239.24,5.0,0.0,1.0,17.0
2.07,0.258,237.97,8.6,1.0,1.0,17.0
0.542,0.212,238.73,2.4,0.0,1.0,0.0
0.116,0.0,244.17,0.6,0.0,0.0,0.0
0.2,0.112,238.72,1.0,0.0,1.0,0.0
0.114,0.0,243.67,0.4,0.0,0.0,0.0
0.356,0.258,242.15,1.8,0.0,1.0,0.0
0.44,0.182,241.73,2.0,0.0,0.0,0.0
1.172,0.0,240.18,4.8,0.0,0.0,18.0
0.908,0.272,241.46,3.8,0.0,1.0,0.0
0.242,0.118,239.21,1.0,0.0,0.0,0.0
1.652,0.156,242.24,6.8,2.0,0.0,18.0
0.516,0.0,238.46,2.6,0.0,0.0,0.0
1.768,0.052,237.83,7.4,0.0,0.0,18.0
0.23,0.116,237.31,1.0,0.0,0.0,0.0
1.294,0.112,242.62,5.2,0.0,2.0,18.0
4.872,0.448,236.96,20.6,52.0,0.0,18.0
0.262,0.11,242.6,1.2,0.0,0.0,0.0
0.144,0.0,240.76,0.6,0.0,0.0,0.0
2.396,0.146,238.44,10.0,0.0,36.0,0.0
0.298,0.24,239.33,1.6,0.0,1.0,0.0
0.218,0.116,242.57,1.0,0.0,0.0,0.0
1.162,0.0,237.71,4.8,0.0,0.0,18.0
0.458,0.358,242.32,2.4,0.0,1.0,0.0
0.278,0.114,242.25,1.2,0.0,0.0,0.0
0.904,0.112,243.7,3.6,0.0,0.0,0.0
3.722,0.208,232.9,16.0,37.0,0.0,17.0
1.404,0.12,243.41,5.8,0.0,0.0,18.0
0.234,0.108,238.65,1.2,0.0,0.0,0.0
0.308,0.12,242.67,1.4,0.0,0.0,0.0
0.202,0.1,238.79,1.0,0.0,0.0,0.0
1.392,0.248,243.06,5.8,0.0,1.0,19.0
0.276,0.206,238.53,1.4,0.0,2.0,0.0
0.21,0.104,239.82,1.0,0.0,0.0,0.0
0.218,0.096,237.98,1.0,0.0,0.0,0.0
0.384,0.112,245.04,1.8,0.0,0.0,0.0
0.248,0.14,237.86,1.4,0.0,0.0,0.0
0.71,0.0,243.13,2.8,0.0,0.0,0.0
0.258,0.098,238.45,1.2,0.0,1.0,0.0
0.698,0.094,242.59,2.8,0.0,0.0,0.0
1.242,0.074,238.34,5.2,0.0,0.0,17.0
1.332,0.11,242.87,5.4,0.0,0.0,18.0
0.112,0.0,238.57,0.6,0.0,0.0,0.0
0.258,0.19,241.55,1.2,0.0,1.0,0.0
0.108,0.0,236.3,0.6,0.0,0.0,0.0
0.26,0.0,242.24,1.0,0.0,0.0,0.0
0.198,0.098,242.17,0.8,0.0,1.0,0.0
0.114,0.0,243.38,0.6,0.0,0.0,0.0
0.106,0.0,237.5,0.6,0.0,0.0,0.0
1.304,0.104,243.33,5.4,0.0,0.0,18.0
0.258,0.194,240.15,1.2,0.0,1.0,0.0
0.258,0.196,243.84,1.2,0.0,2.0,0.0
2.494,0.0,236.85,10.4,0.0,37.0,0.0
0.18,0.09,241.92,0.8,0.0,1.0,0.0
0.562,0.204,238.92,2.6,0.0,1.0,0.0
0.114,0.0,240.27,0.6,0.0,0.0,0.0
0.268,0.202,235.55,1.4,0.0,1.0,0.0
0.19,0.084,242.87,0.8,0.0,0.0,0.0
1.7,0.056,233.51,7.2,0.0,0.0,16.0
0.246,0.0,242.21,1.2,0.0,0.0,0.0
2.23,0.348,238.98,9.6,0.0,31.0,0.0
1.346,0.0,240.22,5.6,0.0,0.0,18.0
0.204,0.0,240.5,0.8,0.0,0.0,0.0
0.396,0.086,244.2,1.6,0.0,1.0,0.0
1.418,0.08,239.64,5.8,0.0,0.0,18.0
0.366,0.204,241.62,1.6,0.0,1.0,0.0
0.55,0.328,240.91,2.6,0.0,2.0,0.0
0.284,0.06,238.91,1.2,0.0,0.0,0.0
1.306,0.046,236.3,5.4,0.0,0.0,17.0
1.324,0.0,239.04,5.4,0.0,0.0,17.0
0.306,0.066,239.19,1.2,0.0,2.0,0.0
1.464,0.07,241.31,6.0,1.0,0.0,18.0
1.302,0.092,239.79,5.4,0.0,0.0,18.0
0.288,0.05,242.19,1.2,0.0,0.0,0.0
0.276,0.064,238.95,1.2,0.0,2.0,0.0
0.42,0.196,240.96,1.8,0.0,2.0,0.0
1.408,0.148,236.2,6.0,0.0,0.0,17.0
0.342,0.102,242.01,1.6,0.0,0.0,0.0
1.354,0.0,237.05,5.6,0.0,0.0,17.0
0.398,0.076,242.76,1.6,0.0,0.0,0.0
1.372,0.06,237.01,5.8,1.0,0.0,17.0
0.35,0.0,241.29,1.4,0.0,0.0,0.0
3.636,0.092,234.43,15.4,38.0,0.0,17.0
0.252,0.046,240.07,1.0,0.0,0.0,0.0
0.492,0.224,239.84,2.2,0.0,1.0,0.0
0.344,0.094,241.18,1.4,0.0,0.0,0.0
0.286,0.06,238.37,1.2,0.0,0.0,0.0
0.25,0.0,241.49,1.2,0.0,0.0,0.0
0.37,0.168,236.28,1.6,0.0,1.0,0.0
0.352,0.094,243.55,1.4,0.0,0.0,0.0
1.356,0.078,238.32,5.6,0.0,0.0,17.0
1.478,0.17,243.03,6.0,0.0,0.0,18.0
4.814,0.398,233.04,20.8,0.0,35.0,17.0
0.218,0.0,240.89,1.0,0.0,0.0,0.0
0.324,0.094,242.0,1.4,0.0,0.0,0.0
1.194,0.108,241.45,4.8,0.0,0.0,0.0
1.76,0.082,239.66,7.8,0.0,0.0,18.0
0.246,0.0,239.84,1.0,0.0,0.0,0.0
1.262,0.0,237.46,5.2,0.0,0.0,18.0
0.292,0.058,239.76,1.2,0.0,0.0,0.0
0.412,0.092,239.94,1.8,0.0,1.0,0.0
0.336,0.116,243.32,1.4,0.0,0.0,0.0
1.346,0.076,237.96,5.6,0.0,1.0,17.0
0.37,0.06,243.05,1.6,0.0,0.0,0.0
1.222,0.0,238.21,5.4,0.0,0.0,11.0
1.302,0.0,241.86,5.4,0.0,0.0,18.0
3.802,0.0,237.05,16.0,0.0,33.0,17.0
1.636,0.0,242.67,6.6,0.0,0.0,18.0
1.756,0.07,240.97,7.2,0.0,0.0,18.0
0.818,0.174,243.61,3.4,0.0,1.0,0.0
4.174,0.272,237.96,17.6,39.0,0.0,17.0
0.404,0.21,242.56,1.8,0.0,0.0,0.0
1.254,0.0,237.57,5.2,0.0,0.0,17.0
0.4,0.226,241.18,1.8,0.0,1.0,0.0
1.358,0.056,240.46,5.6,0.0,0.0,17.0
1.61,0.232,242.48,6.6,0.0,2.0,18.0
3.89,0.322,237.84,16.4,38.0,0.0,17.0
2.646,0.09,243.2,10.8,40.0,1.0,0.0
1.33,0.086,236.6,5.6,0.0,0.0,17.0
1.338,0.232,243.01,5.6,0.0,0.0,0.0
0.464,0.0,238.85,2.2,0.0,0.0,0.0
0.474,0.066,242.48,2.2,0.0,0.0,0.0
3.608,0.106,236.99,15.8,0.0,30.0,17.0
0.304,0.116,243.98,1.2,0.0,0.0,0.0
0.306,0.098,238.04,1.2,0.0,0.0,0.0
1.472,0.092,240.95,6.0,0.0,0.0,18.0
0.3,0.102,240.02,1.2,0.0,0.0,0.0
0.394,0.23,241.42,1.8,0.0,2.0,0.0
0.312,0.1,239.85,1.4,0.0,0.0,0.0
0.286,0.054,243.57,1.2,0.0,0.0,0.0
1.118,0.0,238.11,6.0,0.0,9.0,0.0
0.292,0.098,242.94,1.2,0.0,2.0,0.0
0.204,0.0,242.06,0.8,0.0,0.0,0.0
0.28,0.084,242.36,1.2,0.0,0.0,0.0
1.518,0.0,237.44,6.4,1.0,1.0,18.0
0.204,0.0,241.14,0.8,0.0,0.0,0.0
0.194,0.0,234.89,0.8,0.0,0.0,0.0
0.308,0.114,242.96,1.2,0.0,0.0,0.0
0.37,0.196,237.68,1.6,0.0,0.0,0.0
0.368,0.08,240.91,1.6,0.0,0.0,0.0
0.222,0.0,240.11,1.0,0.0,0.0,0.0
2.442,0.0,240.15,10.0,0.0,0.0,17.0
5.844,0.198,233.81,25.0,0.0,73.0,16.0
0.278,0.0,241.66,1.2,0.0,0.0,0.0
0.334,0.0,239.69,1.4,0.0,0.0,0.0
0.232,0.0,245.35,1.0,0.0,0.0,0.0
1.61,0.074,238.48,6.8,0.0,0.0,17.0
0.312,0.108,243.81,1.4,0.0,1.0,0.0
1.344,0.0,239.02,5.6,0.0,0.0,18.0
0.228,0.0,244.96,1.0,0.0,0.0,0.0
1.602,0.078,239.72,6.8,0.0,0.0,18.0
3.068,0.382,238.35,13.0,7.0,2.0,17.0
0.588,0.0,241.55,2.4,0.0,0.0,0.0
0.42,0.192,240.08,1.8,0.0,0.0,0.0
1.308,0.0,242.09,5.4,0.0,0.0,18.0
0.256,0.0,245.11,1.0,0.0,0.0,0.0
0.294,0.0,241.19,1.2,0.0,0.0,0.0
0.332,0.072,243.38,1.4,0.0,0.0,0.0
1.448,0.204,238.93,6.0,0.0,0.0,18.0
1.384,0.05,243.46,5.6,0.0,0.0,18.0
0.322,0.098,239.68,1.4,0.0,0.0,0.0
0.23,0.0,244.28,1.0,0.0,0.0,0.0
1.39,0.0,240.26,5.8,0.0,0.0,17.0
1.316,0.048,243.47,5.4,0.0,0.0,18.0
1.76,0.098,239.98,7.2,0.0,0.0,17.0
3.292,0.392,241.05,13.8,0.0,0.0,18.0
3.092,0.146,242.66,12.6,40.0,1.0,0.0
0.326,0.114,246.75,1.4,0.0,0.0,0.0
1.404,0.09,241.45,5.8,0.0,0.0,18.0
0.22,0.0,242.8,1.0,0.0,0.0,0.0
1.408,0.0,238.16,6.0,0.0,1.0,17.0
0.346,0.106,246.54,1.4,0.0,0.0,0.0
0.534,0.114,238.9,2.6,0.0,0.0,0.0
0.408,0.218,245.83,1.8,0.0,0.0,0.0
1.426,0.136,240.17,6.0,0.0,2.0,17.0
0.3,0.082,246.81,1.2,0.0,0.0,0.0
3.922,0.0,235.62,16.6,0.0,38.0,17.0
3.53,0.088,239.58,14.6,38.0,0.0,0.0
1.984,0.204,237.56,8.4,0.0,3.0,18.0
0.228,0.0,246.96,1.0,0.0,0.0,0.0
0.386,0.0,239.77,1.8,0.0,0.0,0.0
0.328,0.082,241.95,1.4,0.0,0.0,0.0
1.276,0.066,238.78,5.8,0.0,0.0,10.0
0.492,0.334,245.44,2.4,0.0,2.0,0.0
5.736,0.146,234.46,24.4,36.0,36.0,17.0
1.612,0.048,245.43,6.6,0.0,4.0,18.0
1.416,0.0,243.4,5.8,0.0,0.0,18.0
0.392,0.226,247.16,1.8,0.0,0.0,0.0
1.644,0.172,240.96,6.8,0.0,0.0,18.0
0.422,0.062,247.1,2.0,0.0,0.0,0.0
1.564,0.0,243.4,6.4,0.0,0.0,18.0
0.318,0.102,244.3,1.4,0.0,0.0,0.0
1.666,0.262,238.68,7.0,0.0,0.0,18.0
2.76,0.396,240.42,11.6,0.0,0.0,18.0
1.586,0.056,241.44,6.6,0.0,0.0,18.0
0.464,0.082,243.14,2.2,0.0,0.0,0.0
1.464,0.23,239.36,6.2,0.0,1.0,17.0
1.412,0.064,245.03,5.8,0.0,0.0,18.0
3.022,0.398,239.64,12.8,1.0,1.0,18.0
0.488,0.0,244.31,2.2,0.0,0.0,0.0
1.944,0.532,239.1,8.4,1.0,2.0,17.0
0.496,0.13,245.07,2.2,0.0,0.0,0.0
1.428,0.0,236.98,6.0,0.0,0.0,17.0
1.814,0.122,242.33,7.4,1.0,0.0,0.0
1.296,0.0,240.69,5.4,0.0,0.0,18.0
0.708,0.14,242.14,3.0,0.0,0.0,0.0
2.042,0.048,235.16,8.8,0.0,0.0,17.0
0.4,0.12,242.8,1.6,0.0,0.0,0.0
0.782,0.0,236.14,3.4,0.0,0.0,0.0
0.216,0.046,242.81,0.8,0.0,0.0,0.0
1.546,0.078,239.79,6.4,0.0,0.0,18.0
0.384,0.204,245.24,1.8,0.0,2.0,0.0
1.518,0.048,240.3,6.4,0.0,0.0,18.0
0.29,0.078,246.12,1.2,0.0,0.0,0.0
0.57,0.102,242.18,2.4,0.0,0.0,0.0
0.27,0.0,242.69,1.2,0.0,0.0,0.0
1.546,0.094,239.8,6.4,0.0,0.0,18.0
0.354,0.09,242.47,1.6,0.0,0.0,0.0
1.38,0.096,241.08,5.6,0.0,1.0,18.0
0.474,0.29,244.88,2.2,0.0,2.0,0.0
2.124,0.314,235.91,9.0,0.0,0.0,17.0
2.052,0.056,245.84,8.2,0.0,0.0,0.0
5.178,0.11,232.01,22.2,0.0,36.0,17.0
0.268,0.0,244.66,1.0,0.0,0.0,0.0
1.356,0.058,240.89,5.6,0.0,0.0,18.0
0.314,0.116,248.61,1.4,0.0,0.0,0.0
2.204,0.05,239.69,9.2,0.0,1.0,18.0
2.152,0.082,242.82,8.8,0.0,0.0,19.0
1.916,0.23,239.0,8.0,0.0,0.0,17.0
0.636,0.0,243.01,2.6,0.0,0.0,0.0
1.622,0.256,240.92,6.8,0.0,2.0,18.0
0.222,0.0,246.22,0.8,0.0,0.0,0.0
1.298,0.0,242.4,5.2,0.0,0.0,18.0
0.326,0.13,248.58,1.4,0.0,0.0,0.0
1.406,0.088,238.8,5.8,0.0,0.0,18.0
3.03,0.062,242.2,12.4,39.0,0.0,0.0
1.584,0.064,242.18,6.4,0.0,0.0,18.0
1.408,0.0,246.34,5.6,0.0,0.0,19.0
2.596,0.244,237.82,10.8,0.0,0.0,18.0
1.606,0.104,240.88,6.6,0.0,0.0,0.0
4.992,0.114,238.7,21.4,38.0,29.0,0.0
1.616,0.304,245.14,6.6,0.0,1.0,19.0
2.606,0.102,239.72,11.0,0.0,0.0,18.0
0.25,0.0,245.75,1.0,0.0,0.0,0.0
0.908,0.156,242.57,3.8,0.0,0.0,0.0
0.42,0.164,243.24,1.8,0.0,0.0,0.0
1.44,0.0,241.37,5.8,0.0,0.0,18.0
3.636,0.23,242.76,15.0,0.0,2.0,19.0
1.43,0.088,240.76,5.8,0.0,0.0,18.0
0.426,0.066,243.25,1.8,0.0,0.0,0.0
0.282,0.0,240.76,1.2,0.0,0.0,0.0
0.426,0.218,242.56,2.0,0.0,2.0,0.0
4.21,0.0,235.38,17.8,0.0,35.0,17.0
1.62,0.07,241.25,6.6,0.0,0.0,18.0
2.306,0.0,242.16,9.4,2.0,2.0,18.0
0.33,0.0,245.87,1.4,0.0,0.0,0.0
1.342,0.0,240.32,5.6,0.0,0.0,18.0
0.696,0.136,244.75,2.8,0.0,4.0,0.0
1.96,0.058,241.61,8.0,0.0,0.0,18.0
0.33,0.132,245.89,1.4,0.0,0.0,0.0
0.892,0.108,242.46,3.8,0.0,0.0,0.0
0.312,0.0,244.37,1.2,0.0,0.0,0.0
1.568,0.0,237.73,6.6,0.0,0.0,18.0
1.614,0.078,241.51,6.6,0.0,0.0,18.0
0.71,0.242,238.45,3.2,0.0,0.0,0.0
0.242,0.05,241.6,1.0,0.0,0.0,0.0
1.312,0.0,242.95,5.4,0.0,0.0,18.0
1.326,0.05,244.22,5.4,0.0,0.0,18.0
3.486,0.164,238.98,14.6,39.0,1.0,0.0
0.62,0.092,241.62,2.6,0.0,0.0,0.0
1.532,0.146,239.89,6.4,0.0,0.0,18.0
0.404,0.0,244.65,1.8,0.0,0.0,0.0
1.528,0.046,240.25,6.4,0.0,0.0,17.0
0.33,0.12,246.91,1.4,0.0,0.0,0.0
1.682,0.0,236.89,7.0,0.0,0.0,18.0
1.22,0.082,244.73,5.0,1.0,0.0,0.0
1.666,0.096,240.08,7.0,0.0,0.0,18.0
4.36,0.056,240.46,18.0,0.0,0.0,18.0
2.788,0.382,232.36,12.0,36.0,0.0,0.0
0.224,0.0,244.0,1.0,0.0,0.0,0.0
1.582,0.102,240.8,6.6,0.0,1.0,18.0
1.432,0.048,243.03,5.8,0.0,0.0,18.0
3.136,0.4,238.13,13.4,0.0,2.0,17.0
0.47,0.076,245.79,2.2,0.0,0.0,0.0
1.508,0.072,238.63,6.4,0.0,2.0,17.0
0.332,0.0,245.17,1.4,0.0,0.0,0.0
1.46,0.0,242.11,6.0,0.0,0.0,18.0
0.512,0.216,243.95,2.4,0.0,2.0,0.0
1.468,0.076,238.04,6.2,0.0,0.0,18.0
0.232,0.0,245.91,1.0,0.0,0.0,0.0
0.268,0.0,238.96,1.2,0.0,0.0,0.0
1.138,0.0,240.09,4.6,0.0,0.0,0.0
1.342,0.0,237.56,5.6,0.0,0.0,18.0
0.428,0.114,242.86,2.0,0.0,0.0,0.0
1.532,0.084,235.94,6.6,0.0,0.0,17.0
0.412,0.084,243.67,1.8,0.0,1.0,0.0
3.79,0.064,238.63,15.8,0.0,35.0,18.0
0.54,0.236,243.92,2.6,0.0,2.0,0.0
1.384,0.048,240.0,5.8,0.0,0.0,18.0
0.238,0.0,243.96,1.0,0.0,0.0,0.0
0.326,0.0,241.28,1.6,0.0,0.0,0.0
1.296,0.066,242.66,5.4,0.0,0.0,0.0
0.962,0.086,243.48,5.6,0.0,7.0,0.0
0.482,0.0,245.81,2.2,0.0,0.0,0.0
1.928,0.346,239.23,8.2,0.0,1.0,18.0
2.36,0.052,242.51,9.8,0.0,0.0,0.0
1.418,0.058,240.83,5.8,0.0,0.0,18.0
0.992,0.058,242.65,4.2,0.0,2.0,0.0
2.816,0.06,236.73,11.8,0.0,0.0,17.0
2.074,0.0,243.59,8.6,0.0,0.0,18.0
2.07,0.066,240.08,8.6,0.0,0.0,18.0
1.542,0.0,243.08,6.4,0.0,0.0,0.0
0.896,0.048,241.02,3.8,0.0,0.0,0.0
1.526,0.0,240.68,6.4,0.0,0.0,18.0
0.51,0.05,245.39,2.4,0.0,0.0,0.0
2.268,0.184,239.79,9.4,0.0,0.0,18.0
0.5,0.094,239.57,2.4,0.0,0.0,0.0
3.846,0.176,239.07,16.0,38.0,0.0,17.0
2.262,0.0,239.46,9.8,0.0,0.0,17.0
3.32,0.096,239.55,13.8,0.0,1.0,18.0
1.032,0.19,238.6,4.4,0.0,0.0,0.0
0.292,0.068,244.39,1.2,0.0,0.0,0.0
0.386,0.0,241.89,1.8,0.0,0.0,0.0
0.222,0.0,242.93,1.0,0.0,0.0,0.0
3.028,0.168,240.16,12.6,0.0,39.0,0.0
0.434,0.256,247.27,2.0,0.0,2.0,0.0
0.494,0.062,230.99,2.4,0.0,0.0,0.0
0.224,0.0,243.51,1.0,0.0,0.0,0.0
1.272,0.046,239.05,5.2,0.0,0.0,17.0
0.908,0.046,243.46,3.8,0.0,0.0,0.0
0.488,0.0,241.68,2.4,0.0,0.0,0.0
2.972,0.08,241.83,12.2,0.0,0.0,18.0
2.174,0.0,238.31,9.0,0.0,2.0,18.0
0.702,0.094,243.1,2.8,0.0,1.0,0.0
0.332,0.092,244.32,1.4,0.0,0.0,0.0
1.792,0.05,245.31,7.2,0.0,0.0,18.0
1.286,0.0,240.48,5.2,0.0,0.0,18.0
0.222,0.0,242.94,0.8,0.0,0.0,0.0
1.966,0.106,233.67,8.4,0.0,0.0,17.0
0.23,0.0,243.56,1.0,0.0,0.0,0.0
0.464,0.078,241.09,1.8,0.0,0.0,0.0
0.252,0.0,244.23,1.0,0.0,0.0,0.0
1.294,0.0,239.04,5.4,0.0,0.0,17.0
1.416,0.058,243.06,5.8,0.0,0.0,19.0
1.444,0.052,241.3,6.0,0.0,0.0,18.0
0.618,0.0,246.06,2.4,0.0,0.0,0.0
1.732,0.238,240.28,7.2,0.0,0.0,18.0
1.218,0.06,242.34,5.0,0.0,0.0,0.0
1.22,0.224,238.16,6.4,0.0,0.0,0.0
0.632,0.092,246.69,2.6,0.0,0.0,0.0
1.384,0.098,240.4,5.6,0.0,0.0,18.0
0.51,0.342,242.77,2.4,0.0,1.0,0.0
3.81,0.244,238.08,16.0,0.0,36.0,17.0
0.314,0.074,246.32,1.2,0.0,0.0,0.0
0.298,0.0,240.22,1.2,0.0,0.0,0.0
0.308,0.0,243.95,1.4,0.0,0.0,0.0
1.258,0.046,237.92,5.2,0.0,0.0,17.0
0.224,0.0,242.37,1.0,0.0,0.0,0.0
0.464,0.07,242.33,2.2,0.0,0.0,0.0
0.318,0.09,241.3,1.4,0.0,0.0,0.0
0.322,0.0,238.64,1.4,0.0,0.0,0.0
1.406,0.09,241.94,5.8,0.0,0.0,18.0
0.208,0.0,237.39,0.8,0.0,0.0,0.0
0.22,0.0,244.58,0.8,0.0,0.0,0.0
0.382,0.206,239.31,1.8,0.0,0.0,0.0
0.29,0.1,242.31,1.2,0.0,1.0,0.0
0.21,0.0,238.47,0.8,0.0,0.0,0.0
0.212,0.0,239.81,0.8,0.0,0.0,0.0
1.238,0.0,236.32,5.2,0.0,0.0,18.0
0.214,0.0,241.34,0.8,0.0,0.0,0.0
0.284,0.072,237.51,1.2,0.0,0.0,0.0
0.298,0.082,241.58,1.2,0.0,0.0,0.0
3.672,0.0,235.25,15.6,0.0,36.0,17.0
0.586,0.076,241.32,2.4,0.0,0.0,0.0
0.502,0.0,238.4,2.0,0.0,0.0,0.0
1.37,0.082,241.15,5.6,0.0,1.0,18.0
3.356,0.224,234.85,14.4,0.0,34.0,17.0
0.502,0.0,239.7,2.0,0.0,0.0,0.0
0.574,0.088,240.82,2.4,0.0,1.0,0.0
0.684,0.23,242.34,2.8,0.0,1.0,0.0
0.396,0.0,241.61,1.8,0.0,0.0,0.0
0.242,0.0,246.93,1.0,0.0,1.0,0.0
0.292,0.08,243.85,1.2,0.0,0.0,0.0
1.396,0.102,243.1,5.6,0.0,0.0,0.0
1.262,0.0,239.88,5.2,0.0,0.0,0.0
0.22,0.0,245.11,0.8,0.0,0.0,0.0
3.782,0.0,237.15,16.2,0.0,13.0,18.0
0.688,0.0,243.88,2.8,1.0,0.0,0.0
0.314,0.05,243.96,1.4,0.0,0.0,0.0
1.316,0.0,243.63,5.4,0.0,0.0,0.0
0.4,0.0,237.98,1.6,0.0,0.0,0.0
0.362,0.114,246.97,1.4,0.0,1.0,0.0
1.474,0.18,238.06,6.2,0.0,0.0,18.0
0.984,0.068,243.94,4.0,0.0,1.0,0.0
1.864,0.196,236.39,8.0,0.0,1.0,17.0
1.4,0.09,243.84,5.6,0.0,1.0,18.0
0.544,0.18,239.75,2.4,0.0,1.0,0.0
0.398,0.21,242.68,1.8,0.0,0.0,0.0
0.358,0.074,239.65,1.4,0.0,1.0,0.0
0.262,0.0,242.08,1.0,0.0,0.0,0.0
1.724,0.08,241.9,7.0,0.0,1.0,17.0
0.316,0.0,242.9,1.4,0.0,0.0,0.0
1.306,0.374,238.02,5.6,0.0,0.0,0.0
0.38,0.134,244.86,1.6,0.0,0.0,0.0
1.462,0.0,235.7,6.2,0.0,0.0,17.0
1.388,0.07,240.54,5.6,0.0,0.0,18.0
2.832,0.236,237.33,12.2,0.0,24.0,17.0
0.324,0.112,245.02,1.4,0.0,0.0,0.0
1.48,0.202,241.98,6.0,0.0,0.0,18.0
0.386,0.138,248.44,1.8,0.0,1.0,0.0
2.734,0.286,240.33,11.4,40.0,0.0,0.0
0.226,0.0,244.75,1.0,0.0,0.0,0.0
1.464,0.192,241.43,6.0,0.0,0.0,18.0
0.414,0.218,244.38,1.8,0.0,1.0,0.0
1.358,0.0,240.56,5.6,0.0,0.0,18.0
0.47,0.332,243.41,2.2,0.0,1.0,0.0
1.472,0.062,239.11,6.2,0.0,0.0,17.0
1.434,0.0,242.52,5.8,0.0,0.0,18.0
1.576,0.046,240.27,6.6,0.0,0.0,18.0
0.484,0.074,247.07,2.0,0.0,0.0,0.0
3.638,0.426,233.05,16.0,0.0,35.0,0.0
0.396,0.202,244.21,1.8,0.0,0.0,0.0
2.548,0.16,239.72,11.4,0.0,13.0,18.0
0.412,0.194,244.86,1.8,0.0,0.0,0.0
2.738,0.162,240.88,12.4,20.0,0.0,17.0
0.292,0.088,244.97,1.2,0.0,2.0,0.0
1.344,0.0,240.22,5.6,0.0,0.0,17.0
0.226,0.0,244.65,0.8,0.0,0.0,0.0
3.308,0.0,241.86,13.8,0.0,32.0,18.0
0.402,0.164,245.22,1.8,0.0,0.0,0.0
1.7,0.304,238.2,7.2,0.0,1.0,17.0
2.746,0.046,241.73,11.2,0.0,2.0,18.0
2.082,0.244,235.24,8.8,0.0,1.0,17.0
0.414,0.194,246.5,1.8,0.0,2.0,0.0
0.392,0.216,244.72,1.8,0.0,1.0,0.0
1.356,0.0,243.87,5.4,0.0,0.0,18.0
1.58,0.092,240.64,6.6,0.0,0.0,17.0
0.24,0.0,245.48,1.0,0.0,0.0,0.0
1.27,0.0,234.75,5.4,0.0,0.0,17.0
0.4,0.116,241.76,1.6,0.0,0.0,0.0
0.216,0.0,242.72,0.8,0.0,0.0,0.0
0.468,0.326,244.04,2.2,0.0,1.0,0.0
1.304,0.0,242.83,5.2,0.0,0.0,18.0
1.292,0.058,241.29,5.2,0.0,0.0,18.0
4.036,0.312,237.91,17.0,39.0,0.0,18.0
0.446,0.218,243.92,2.0,0.0,0.0,0.0
3.85,0.194,235.4,16.2,2.0,37.0,17.0
0.432,0.0,242.92,2.0,0.0,0.0,1.0
1.428,0.082,241.16,5.8,0.0,0.0,19.0
0.29,0.0,246.89,1.2,0.0,0.0,1.0
4.556,1.06,236.22,20.0,0.0,28.0,18.0
1.34,0.0,242.62,5.4,0.0,0.0,18.0
1.306,0.0,239.64,5.4,0.0,0.0,18.0
0.354,0.118,242.71,1.4,0.0,0.0,0.0
0.426,0.25,244.06,2.0,0.0,1.0,0.0
3.756,0.0,240.9,15.6,39.0,0.0,18.0
1.318,0.0,240.63,5.4,0.0,0.0,18.0
1.272,0.078,243.82,5.4,0.0,0.0,1.0
2.004,0.47,241.13,8.4,0.0,1.0,18.0
3.148,0.306,239.52,13.2,1.0,0.0,19.0
0.342,0.104,240.56,1.4,0.0,1.0,1.0
0.458,0.254,245.18,2.0,0.0,0.0,1.0
1.548,0.132,243.32,6.4,0.0,0.0,19.0
1.446,0.132,242.56,6.0,0.0,0.0,19.0
3.684,0.2,237.11,15.4,37.0,1.0,18.0
0.362,0.096,244.06,1.6,0.0,1.0,1.0
0.28,0.0,241.0,1.2,0.0,0.0,1.0
0.574,0.15,244.15,2.4,0.0,0.0,0.0
0.28,0.0,242.19,1.4,0.0,0.0,1.0
0.474,0.238,242.12,2.2,0.0,2.0,1.0
6.074,0.198,233.98,25.8,36.0,36.0,17.0
0.55,0.356,243.72,2.6,0.0,1.0,0.0
1.506,0.06,237.14,6.4,0.0,0.0,17.0
0.378,0.126,244.56,1.6,0.0,0.0,0.0
1.496,0.182,237.9,6.2,0.0,0.0,18.0
0.34,0.076,243.64,1.4,0.0,0.0,1.0
0.256,0.0,243.42,1.0,0.0,0.0,1.0
0.398,0.12,239.69,1.6,0.0,1.0,0.0
0.386,0.202,242.13,1.8,0.0,2.0,0.0
0.498,0.36,243.81,2.4,0.0,1.0,1.0
0.438,0.19,241.9,2.0,0.0,0.0,1.0
3.39,0.202,240.51,14.0,1.0,0.0,18.0
0.34,0.106,238.5,1.4,0.0,0.0,0.0
0.354,0.13,245.67,1.4,0.0,0.0,1.0
0.326,0.11,244.56,1.4,0.0,1.0,0.0
